id_flow,nw_src,tp_src,nw_dst,tp_dst,nw_proto,forward_pc,forward_bc,forward_pl,forward_piat,forward_pps,forward_bps,forward_pl_mean,forward_piat_mean,forward_pps_mean,forward_bps_mean,forward_pl_var,forward_piat_var,forward_pps_var,forward_bps_var,forward_pl_q1,forward_pl_q3,forward_piat_q1,forward_piat_q3,forward_pl_max,forward_pl_min,forward_piat_max,forward_piat_min,forward_pps_max,forward_pps_min,forward_bps_max,forward_bps_min,forward_duration,forward_size_packets,forward_size_bytes,reverse_pc,reverse_bc,reverse_pl,reverse_piat,reverse_pps,reverse_bps,reverse_pl_mean,reverse_piat_mean,reverse_pps_mean,reverse_bps_mean,reverse_pl_var,reverse_piat_var,reverse_pps_var,reverse_bps_var,reverse_pl_q1,reverse_pl_q3,reverse_piat_q1,reverse_piat_q3,reverse_pl_max,reverse_pl_min,reverse_piat_max,reverse_piat_min,reverse_pps_max,reverse_pps_min,reverse_bps_max,reverse_bps_min,reverse_duration,reverse_size_packets,reverse_size_bytes,category
e8f50f435d41f89651aa3dc2047b6215,172.16.25.104,35918,35186227140,443,6,3,198,66,0,0,0,155.4265724,5.911467576,4.173981007,896.1477225,26036.6943,65.72440691,56.59704701,2152114.873,60,200.5438066,0.063444109,8,601.4444444,0,22,0,25.14814815,0,4772.222222,0,209,1328,271297,1,60,60,0,0,0,452.3226903,5.493989777,6.382040928,8832.758766,332644.4632,60.82272224,138.8534172,317028543.1,93,571,0.041501976,8,1516.306467,0,22,0,39.51851852,0,59922.18519,0,209,2051,2963306,WWW
21f54165c25ac3b7e16b332f9f216c2f,172.16.25.104,50051,172.16.25.1,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,119,119,3,0.333333333,39.66666667,119,3,0.333333333,39.66666667,0,0,0,0,119,119,3,3,119,119,3,3,0.333333333,0.333333333,39.66666667,39.66666667,3,1,119,DNS
166af8ade1a6674f4bfa69b278a8c1ed,172.16.25.104,38848,172.16.25.1,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,145,145,9,0.111111111,16.11111111,145,9,0.111111111,16.11111111,0,0,0,0,145,145,9,9,145,145,9,9,0.111111111,0.111111111,16.11111111,16.11111111,9,1,145,DNS
b49ad598220236ba0d5b4f6fa15a08bf,172.16.25.104,52352,172.16.25.1,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,124,124,16,0.0625,7.75,124,16,0.0625,7.75,0,0,0,0,124,124,16,16,124,124,16,16,0.0625,0.0625,7.75,7.75,16,1,124,DNS
3dbc74829dae30157ec21ca5e620aa74,172.16.25.104,33554,172.16.25.1,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,75,0,0,0,75,0,0,0,0,0,0,0,75,75,0,0,75,75,0,0,0,0,0,0,0,1,75,DNS
a8989063676901166ddae9f37f7cdf44,172.16.25.104,33754,172.16.25.1,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,128,128,4,0.25,32,128,4,0.25,32,0,0,0,0,128,128,4,4,128,128,4,4,0.25,0.25,32,32,4,1,128,DNS
9c957b37d25135d2a177062298f703a2,172.16.25.104,52138,172.16.25.1,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,103,103,13,0.076923077,7.923076923,103,13,0.076923077,7.923076923,0,0,0,0,103,103,13,13,103,103,13,13,0.076923077,0.076923077,7.923076923,7.923076923,13,1,103,DNS
55599654f34b1616d9b9cb8760a7b9f8,172.16.25.104,49304,34.95.71.207,443,6,2,138,69,4,0.25,17.25,47.25,1.25,0.3125,19.3125,757.6875,2.6875,0.16796875,601.4179688,45,62.25,0,1.75,69,0,4,0,1,0,60,0,39,4,258,1,60,60,9,0.111111111,6.666666667,61.5,2.5,0.277777778,24.91666667,1442.25,14.25,0.175925926,1552.520833,45,93,0,3,93,0,9,0,1,0,93,0,40,3,246,WWW
0d9ed7e0869d544f40225ba5bd9b0039,172.16.25.104,55924,52.84.77.50,443,6,3,198,66,1.333333333,0.75,49.5,33,0.666666667,375,24.75,1089,0.444444444,0.140625,612.5625,16.5,49.5,0.333333333,1,66,0,1.333333333,0,0.75,0,49.5,0,6,3,198,1,60,60,4,0.25,15,30,2,125,7.5,900,4,0.015625,56.25,15,45,1,3,60,0,4,0,0.25,0,15,0,6,1,60,WWW
20e1dd0f4e323337cf56b91e31606b34,172.16.25.104,49596,192.0.73.2,443,6,1,60,60,3,0.333333333,20,30,1.5,0.166666667,10,900,2.25,0.027777778,100,15,45,0.75,2.25,60,0,3,0,0.333333333,0,20,0,5,1,60,1,60,60,3,0.333333333,20,30,1.5,0.166666667,10,900,2.25,0.027777778,100,15,45,0.75,2.25,60,0,3,0,0.333333333,0,20,0,5,1,60,WWW
651c60d03d21a7356bf9564cf6703a03,172.16.25.104,42270,172.217.30.42,443,6,3,198,66,1,1,66,85.3452381,8.988095238,0.411085343,40.67192331,2560.048469,89.07227891,0.302449327,3285.063658,60,127375,0.833333333,16,156.6666667,0,24,0,1.5,0,171,0,106,18,2035,1,60,60,3,0.333333333,20,124.1326531,8.357142857,0.417207792,74.22549474,6487.432112,89.33673469,0.433623691,15999.4355,76.5,185.25,1.75,14,252.4285714,0,24,0,2,0,377,0,106,23,4431,WWW
0caf4ccba8991a6d5a863c452be6f542,172.16.25.104,41152,186.192.81.31,443,6,1,60,60,1,1,60,51.09310345,8.303448276,0.606868687,42.39212121,688.5036385,92.90625446,0.58029646,3183.979885,60,60,0.517241379,18,75.46551724,0,22,0,1.933333333,0,145.9,0,73,61,4557,1,60,60,1,1,60,603.5758621,8.303448276,0.606868687,1085.672121,1176538.761,92.90625446,0.58029646,4565749.705,60,93,0.517241379,18,2771.87931,0,22,0,1.933333333,0,5358.966667,0,73,61,161015,WWW
1c197338994b7a3e831d569e19b09f01,172.16.25.104,53855,172.16.25.1,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,366,366,15,0.066666667,24.4,366,15,0.066666667,24.4,0,0,0,0,366,366,15,15,366,366,15,15,0.066666667,0.066666667,24.4,24.4,15,1,366,DNS
3f7f9afeb0108056abaf558f7b7f3792,172.16.25.104,41872,172.16.25.1,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,145,145,20,0.05,7.25,145,20,0.05,7.25,0,0,0,0,145,145,20,20,145,145,20,20,0.05,0.05,7.25,7.25,20,1,145,DNS
da183f6b5505605dc5f0ba451080a897,172.16.25.104,42765,172.16.25.1,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,136,136,15,0.066666667,9.066666667,109.5,17,0.059649123,6.71754386,702.25,4,4.92E-05,5.518377962,96.25,122.75,16,18,136,83,19,15,0.066666667,0.052631579,9.066666667,4.368421053,34,2,219,DNS
41361e8b4df7400592a5a5bf8cc6a7fb,172.16.25.104,45994,186.192.81.62,443,6,1,60,60,2,0.5,30,40,8,0.181818182,10.90909091,800,98.66666667,0.050964187,183.4710744,30,60,1,12,60,0,22,0,0.5,0,30,0,27,2,120,1,60,60,2,0.5,30,50.66666667,8,0.181818182,11.39393939,1454.222222,98.66666667,0.050964187,176.0073462,30,76,1,12,92,0,22,0,0.5,0,30,0,27,2,152,WWW
6330303f03c70b14cd39935a83c15600,172.16.25.104,48538,186.192.90.3,443,6,9,660,73.33333333,0.111111111,9,660,74.77934272,9.206729264,2.32094686,176.9571014,77.97457074,82.92431259,11.93772932,64419.76742,73.33333333,76.5,0.422535211,11.5,87.56338028,60,25,0.111111111,9,0.04,660,2.4,97,85,7243,2,120,60,0.5,2,120,701.328169,6.584507042,0.904251208,1577.688696,1659689.473,78.72997421,1.105399183,9544593.062,60,93,0.422535211,9,3277.140845,0,23,0,2.366666667,0,7755.9,0,74,76,233043,WWW
d7e81e65f07c1721b6894e16776d7fe0,172.16.25.104,47412,192.16.58.8,80,6,3,180,60,10,0.1,6,69.42857143,10.0952381,0.108294931,8.322580645,533.3877551,7.649659864,0.001361252,43.55106288,60,60,10,10,126,60,15.5,5.166666667,0.193548387,0.064516129,24.38709677,3.870967742,212,23,1776,3,180,60,10,0.1,6,82.65714286,10.26190476,0.103993856,10.01582181,3080.076735,6.554421769,0.000800328,116.8386062,60,60,10,10.16666667,218.6,60,15.5,6,0.166666667,0.064516129,36.43333333,3.870967742,212,22,2113,WWW
e1e3314171fb894f116c412447145340,172.16.25.104,47414,192.16.58.8,80,6,3,180,60,10,0.1,6,71.31428571,9.504761905,0.108294931,8.322580645,768.0783673,1.833469388,0.000469324,33.27605173,60,60,10,10,139.2,60,10.33333333,6.2,0.161290323,0.096774194,22.4516129,5.806451613,212,23,1776,3,180,60,10,0.1,6,88.32142857,9.738095238,0.103840246,10.00660522,4812.619898,0.85600907,0.000146956,99.45130979,60,60,10,10.16666667,258.25,60,10.33333333,7.5,0.133333333,0.096774194,34.43333333,5.806451613,212,22,2113,WWW
2951906c643694896adc111dc37715a1,172.16.25.104,47416,192.16.58.8,80,6,3,180,60,10,0.1,6,71.31428571,9.504761905,0.108294931,8.322580645,768.0783673,1.833469388,0.000469324,33.27605173,60,60,10,10,139.2,60,10.33333333,6.2,0.161290323,0.096774194,22.4516129,5.806451613,212,23,1776,3,180,60,10,0.1,6,88.32142857,9.738095238,0.103840246,10.00660522,4812.619898,0.85600907,0.000146956,99.45130979,60,60,10,10.16666667,258.25,60,10.33333333,7.5,0.133333333,0.096774194,34.43333333,5.806451613,212,22,2113,WWW
f21d471958e4280ad94f18c05e445793,172.16.25.104,47418,192.16.58.8,80,6,3,180,60,10,0.1,6,60,10.08333333,0.099193548,5.951612903,0,0.020833333,1.95E-06,0.007023933,60,60,10,10.08333333,60,60,10.33333333,10,0.1,0.096774194,6,5.806451613,121,12,720,3,180,60,10.33333333,0.096774194,5.806451613,60,10.08333333,0.099193548,5.951612903,0,0.020833333,1.95E-06,0.007023933,60,60,10,10.08333333,60,60,10.33333333,10,0.1,0.096774194,6,5.806451613,121,12,720,WWW
4695195a951c19078bd36228523e8430,172.16.25.104,47420,192.16.58.8,80,6,3,180,60,10,0.1,6,60,10.08333333,0.099193548,5.951612903,0,0.020833333,1.95E-06,0.007023933,60,60,10,10.08333333,60,60,10.33333333,10,0.1,0.096774194,6,5.806451613,121,12,720,3,180,60,10.33333333,0.096774194,5.806451613,60,10.08333333,0.099193548,5.951612903,0,0.020833333,1.95E-06,0.007023933,60,60,10,10.08333333,60,60,10.33333333,10,0.1,0.096774194,6,5.806451613,121,12,720,WWW
fd8dcdc016b42dec9c92a21d9f457e4b,172.16.25.104,48568,186.192.90.3,443,6,1,60,60,1,1,60,49.42083333,8525,0.539806763,34.66173913,618.1750694,98.2025,0.421604014,1827.667343,60,60,625,18,67.10416667,0,23,0,1.6,0,107.3666667,0,74,51,3401,1,60,60,1,1,60,804.3541667,8525,0.539806763,1222.088696,2208483.052,98.2025,0.421604014,5806527.866,60,93,625,18,3775.770833,0,23,0,1.6,0,6041.233333,0,74,51,181483,WWW
f24c854cdf66e71c1ae411e65f47ed35,172.16.25.104,51480,35227208151,443,6,1,60,60,1,1,60,40,7.666666667,0.348484848,20.90909091,800,102.8888889,0.212580349,765.2892562,30,60,0.5,11.5,60,0,22,0,1,0,60,0,26,2,120,1,60,60,1,1,60,51,7.666666667,0.348484848,21.40909091,1482,102.8888889,0.212580349,747.607438,30,76.5,0.5,11.5,93,0,22,0,1,0,60,0,26,2,153,WWW
815a5c677699201925b3ed1b79b96feb,172.16.25.104,35188,131.0.25.90,443,6,3,205,68.33333333,0,0,0,63.93333333,8.4,0.019047619,1.142857143,1736.106667,105.84,0.000544218,1.959183673,60,68.33333333,0,21,131.3333333,0,21,0,0.047619048,0,2.857142857,0,44,17,1901,1,60,60,0,0,0,121.7166667,8.4,0.019047619,1.904761905,14207.12111,105.84,0.000544218,5.442176871,60,100,0,21,348.5833333,0,21,0,0.047619048,0,4.761904762,0,44,15,4443,WWW
020bea827d8727d99c7338ffdad70588,172.16.25.104,46844,201.7.182.162,443,6,3,205,68.33333333,0.333333333,3,205,42.77777778,7.111111111,1.015873016,69.28571429,926.5432099,96.4691358,1.968757874,9210.544218,30,64.16666667,0.166666667,10.66666667,68.33333333,0,21,0,3,0,205,0,25,4,265,3,180,60,0.333333333,3,180,53.33333333,7.111111111,1.015873016,61.58730159,1688.888889,96.4691358,1.968757874,7014.562862,30,80,0.166666667,10.66666667,100,0,21,0,3,0,180,0,25,4,280,WWW
6464189d85df720d6cc4e9227f8d291c,172.16.25.104,51514,35201123184,443,6,6,429,71.5,0.166666667,6,429,43.83333333,7.055555556,2.015873016,143.952381,982.7222222,97.22839506,7.937011842,40627.43311,30,65.75,0.083333333,10.58333333,71.5,0,21,0,6,0,429,0,25,7,489,4,240,60,0.25,4,240,51,7.083333333,1.349206349,81.47619048,1482,96.84722222,3.513731418,12568.1678,30,76.5,125,10625,93,0,21,0,4,0,240,0,25,5,333,WWW
65c0487ebefa605371c98915bcfeac4c,172.16.25.104,43866,1.4225E+11,443,6,9,688,76.44444444,0.111111111,9,688,57.26616162,8.158585859,2.113535354,165.1787879,945.2490246,95.13292113,12.16422104,70864.48342,60,76.44444444,0.111111111,18,89.88636364,0,22,0,9,0,688,0,73,55,4763,3,180,60,0.333333333,3,180,389.1259259,6.377777778,0.991313131,656.3521212,441221.4449,72.40790123,1.468180635,1484125.304,60,93,0.333333333,9,1716.12963,0,22,0,3,0,3089.033333,0,73,60,93097,WWW
4ee71b995d2be9a90ab7671c27dc16f4,172.16.25.104,40748,151.139.128.14,80,6,3,180,60,10,0.1,6,60,10.16666667,0.098387097,5.903225806,0,0.027777778,2.60E-06,0.009365245,60,60,10.08333333,10.25,60,60,10.33333333,10,0.1,0.096774194,6,5.806451613,61,6,360,4,240,60,7.5,0.133333333,8,60,8.916666667,0.115053763,6.903225806,0,2.006944444,0.000334143,1.202913632,60,60,8.208333333,9625,60,60,10.33333333,7.5,0.133333333,0.096774194,8,5.806451613,61,7,420,WWW
f5a68b152ab2ae7c62b175ec440c23b3,172.16.25.104,40746,151.139.128.14,80,6,3,180,60,10,0.1,6,60,10.16666667,0.098387097,5.903225806,0,0.027777778,2.60E-06,0.009365245,60,60,10.08333333,10.25,60,60,10.33333333,10,0.1,0.096774194,6,5.806451613,61,6,360,4,240,60,7.5,0.133333333,8,60,8.916666667,0.115053763,6.903225806,0,2.006944444,0.000334143,1.202913632,60,60,8.208333333,9625,60,60,10.33333333,7.5,0.133333333,0.096774194,8,5.806451613,61,7,420,WWW
474ab91630d6e1c54ddca9868ec373d7,172.16.25.104,51138,172.217.28.67,80,6,4,240,60,7.5,0.133333333,8,79.06349206,8.416666667,0.137019969,13.94024578,2180.500378,5.474206349,0.004624435,324.7438653,60,60,7625,10,193.4444444,60,10.33333333,3.333333333,0.3,0.096774194,58.03333333,5.806451613,212,29,2941,4,240,60,7.5,0.133333333,8,97.25,8.845238095,0.12764977,17.59231951,8325375,5.171485261,0.003365447,769.8504189,60,60,8.75,10.16666667,320.75,60,10.33333333,3.75,0.266666667,0.096774194,85.53333333,5.806451613,212,27,3706,WWW
a85cde27e89f766cf1aed433413167b5,172.16.25.104,53076,189.26.4.114,80,6,5,300,60,6,0.166666667,10,78.71428571,8.916666667,0.137019969,13.83548387,2101.346939,11.7718254,0.005259355,317.8568783,60,60,6875,10.16666667,191,60,15,3.333333333,0.3,0.066666667,57.3,4,212,29,2919,5,300,60,6,0.166666667,10,102.047619,9.285714286,0.132411674,20.55898618,10608.01361,11.72789116,0.005460393,1228.059482,60,60,8,10.33333333,354.3333333,60,15,3.333333333,0.3,0.066666667,106.3,4,212,28,4329,WWW
b9d2219c668e41f554ea859fa3f86d27,172.16.25.104,35860,201.7.182.243,443,6,4,291,72.75,7.75,0.129032258,9.387096774,72.75,7.75,0.129032258,9.387096774,0,0,0,0,72.75,72.75,7.75,7.75,72.75,72.75,7.75,7.75,0.129032258,0.129032258,9.387096774,9.387096774,31,4,291,5,351,70.2,6,0.166666667,11.7,70.2,6,0.166666667,11.7,0,0,0,0,70.2,70.2,6,6,70.2,70.2,6,6,0.166666667,0.166666667,11.7,11.7,30,5,351,WWW
d42e5fc9e32220a87a4741fbe87d1627,172.16.25.104,35866,201.7.182.243,443,6,5,351,70.2,6,0.166666667,11.7,70.2,6,0.166666667,11.7,0,0,0,0,70.2,70.2,6,6,70.2,70.2,6,6,0.166666667,0.166666667,11.7,11.7,30,5,351,5,351,70.2,6,0.166666667,11.7,70.2,6,0.166666667,11.7,0,0,0,0,70.2,70.2,6,6,70.2,70.2,6,6,0.166666667,0.166666667,11.7,11.7,30,5,351,WWW
8cead4a9d25ccfd3e6e8afb9a3acf6c8,172.16.25.104,51160,172.217.28.67,80,6,4,240,60,7.5,0.133333333,8,76.34693878,8.537414966,0.12703533,11.31336406,1603.334444,4.096834652,0.001849075,132.1589756,60,60,7.5,10,174.4285714,60,10.33333333,4.428571429,0.225806452,0.096774194,39.38709677,5.806451613,212,27,2421,4,240,60,7.5,0.133333333,8,93.11904762,9.023809524,0.11812596,13.71136713,6581.227891,3.5430839,0.001261724,332.8694884,60,60,8.75,10.16666667,291.8333333,60,10.33333333,5,0.2,0.096774194,58.36666667,5.806451613,212,25,2891,WWW
e96fa365401551b0bb32839ad4f7d195,172.16.25.104,51162,172.217.28.67,80,6,3,180,60,10,0.1,6,76.34693878,9.25170068,0.117511521,10.74193548,1603.334444,3.890323476,0.001955871,136.7620039,60,60,10,10,174.4285714,60,10.33333333,4.428571429,0.225806452,0.096774194,39.38709677,5.806451613,212,25,2301,3,180,60,10,0.1,6,93.11904762,9.380952381,0.113364055,13.42565284,6581.227891,3.219954649,0.001252947,336.6229227,60,60,10,10.16666667,291.8333333,60,10.33333333,5,0.2,0.096774194,58.36666667,5.806451613,212,24,2831,WWW
2b7e4400f2bff4114215eb80905a2783,172.16.25.104,51164,172.217.28.67,80,6,4,240,60,7.5,0.133333333,8,74.32142857,9.529761905,0.122119816,11.02304147,1230.619898,9.618409864,0.003398859,154.4836374,60,60,8.75,10.16666667,160.25,60,15,3875,0.258064516,0.066666667,41.35483871,4,212,26,2362,4,240,60,7.5,0.133333333,8,93.14285714,9.738095238,0.113364055,13.43041475,6590.693878,7.998866213,0.001570407,338.1939255,60,60,8.75,10.33333333,292,60,15,5,0.2,0.066666667,58.4,4,212,24,2832,WWW
3bf6e06ab8893a7be315ee510b35b404,172.16.25.104,51166,172.217.28.67,80,6,4,240,60,7.5,0.133333333,8,76.34693878,8.537414966,0.12703533,11.31336406,1603.334444,4.096834652,0.001849075,132.1589756,60,60,7.5,10,174.4285714,60,10.33333333,4.428571429,0.225806452,0.096774194,39.38709677,5.806451613,212,27,2421,4,240,60,7.5,0.133333333,8,93.11904762,9.023809524,0.11812596,13.71136713,6581.227891,3.5430839,0.001261724,332.8694884,60,60,8.75,10.16666667,291.8333333,60,10.33333333,5,0.2,0.096774194,58.36666667,5.806451613,212,25,2891,WWW
0b584f7252111d12f2e3fc2dcecb293d,172.16.25.104,44864,131.0.25.199,443,6,1,60,60,1,1,60,80.22857143,11.75714286,0.283822677,21.16385337,987.637551,74.89306122,0.132857906,502.334188,60,80,4.285714286,17,141.1428571,60,25,1,1,0.04,60,2.4,96,12,1328,1,60,60,1,1,60,106.2285714,9.057142857,0.267127025,26.69936914,8139.180408,85.44163265,0.140602155,818.3790434,60,100,1,17,271.1428571,0,23,0,1,0,63.26666667,0,73,10,2158,WWW
6e0771e4695dbc06b4c37d3db5c4a1be,172.16.25.104,36802,104.21.22.43,443,6,2,138,69,3.5,0.285714286,19.71428571,43,7.5,0.112781955,7.62406015,938,68.16666667,0.015414476,74.74882695,30,64.5,1.75,11.25,69,0,19,0,0.285714286,0,19.71428571,0,29,3,198,2,87,43.5,3.5,0.285714286,12.42857143,45.5,7.5,0.112781955,5.77443609,1443.5,68.16666667,0.015414476,26.13183334,21.75,68.25,1.75,11.25,93,0,19,0,0.285714286,0,12.42857143,0,29,3,180,WWW
